#Assay	Accession	SRA Accession	Replicate	Sample ID	Yeast Target Common Name
ChIP-exo	GSM4449150	SRX8042653	rep1	14449	Aap1
ChIP-exo	GSM4449151	SRX8042654	rep2	17031	Aap1
ChIP-exo	GSM4449152	SRX8042655	rep1	14859	Abd1
ChIP-exo	GSM4449153	SRX8043640	rep1	15254	Abf1
ChIP-exo	GSM4449154	SRX8043641	rep2	19442	Abf1
ChIP-exo	GSM4449155	SRX8043642	rep1	16021	Ace2
ChIP-exo	GSM4449156	SRX8043643	rep2	17958	Ace2
ChIP-exo	GSM4449157	SRX8043644	rep1	11920	Aco1
ChIP-exo	GSM4449158	SRX8043645	rep1	14640	Acs1
ChIP-exo	GSM4449159	SRX8043646	rep1	11926	Acs2
ChIP-exo	GSM4449160	SRX8043647	rep2	17945	Acs2
ChIP-exo	GSM4449161	SRX8043648	rep1	19993	Ada1
ChIP-exo	GSM4449162	SRX8043649	rep1	12860	Ada2
ChIP-exo	GSM4449163	SRX8043650	rep2	17019	Ada2
ChIP-exo	GSM4449164	SRX8043651	rep3	19994	Ada2
ChIP-exo	GSM4449165	SRX8043652	rep1	14183	Ade12
ChIP-exo	GSM4449166	SRX8043653	rep1	14778	Adk1
ChIP-exo	GSM4449167	SRX8043654	rep1	14405	Ado1
ChIP-exo	GSM4449168	SRX8043655	rep1	17768	Adr1
ChIP-exo	GSM4449169	SRX8043656	rep1	11942	Aft2
ChIP-exo	GSM4449170	SRX8043657	rep2	15627	Aft2
ChIP-exo	GSM4449171	SRX8043658	rep1	17594	Ahc1
ChIP-exo	GSM4449172	SRX8043659	rep1	14822	Ahc2
ChIP-exo	GSM4449173	SRX8043660	rep1	12950	Aor1
ChIP-exo	GSM4449174	SRX8043661	rep2	17794	Aor1
ChIP-exo	GSM4449175	SRX8043662	rep1	12021	Apc5
ChIP-exo	GSM4449176	SRX8043663	rep1	12040	Apc9
ChIP-exo	GSM4449177	SRX8042896	rep1	14478	Apt1
ChIP-exo	GSM4449178	SRX8042897	rep1	14851	Arg80
ChIP-exo	GSM4449179	SRX8042898	rep1	14850	Arg81
ChIP-exo	GSM4449180	SRX8042899	rep1	12032	Arg82
ChIP-exo	GSM4449181	SRX8042900	rep1	13467	Aro3
ChIP-exo	GSM4449182	SRX8042901	rep1	13439	Aro4
ChIP-exo	GSM4449183	SRX8042902	rep1	14469	Aro80
ChIP-exo	GSM4449184	SRX8042903	rep2	14970	Aro80
ChIP-exo	GSM4449185	SRX8042904	rep1	12865	Aro9
ChIP-exo	GSM4449186	SRX8042905	rep1	14377	Arp4
ChIP-exo	GSM4449187	SRX8042906	rep1	17950	Arp5
ChIP-exo	GSM4449188	SRX8042907	rep1	17158	Arp6
ChIP-exo	GSM4449189	SRX8042908	rep2	17582	Arp6
ChIP-exo	GSM4449190	SRX8042909	rep1	12434	Arp7
ChIP-exo	GSM4449191	SRX8042910	rep2	17800	Arp7
ChIP-exo	GSM4449192	SRX8042911	rep1	12090	Arp8
ChIP-exo	GSM4449193	SRX8042912	rep1	14374	ARP9
ChIP-exo	GSM4449194	SRX8042913	rep1	14860	Arr1
ChIP-exo	GSM4449195	SRX8042914	rep1	12845	Arx1
ChIP-exo	GSM4449196	SRX8042915	rep1	17557	Asf1
ChIP-exo	GSM4449197	SRX8042916	rep1	17802	Asf2
ChIP-exo	GSM4449198	SRX8042917	rep2	20419	Asf2
ChIP-exo	GSM4449199	SRX8042918	rep1	12453	Asg1
ChIP-exo	GSM4449200	SRX8042919	rep2	28363	Asg1
ChIP-exo	GSM4449201	SRX8042920	rep1	12024	Ash1
ChIP-exo	GSM4449202	SRX8042921	rep1	12111	Ask10
ChIP-exo	GSM4449203	SRX8042922	rep1	17773	Azf1
ChIP-exo	GSM4449204	SRX8042923	rep2	19305	Azf1
ChIP-exo	GSM4449205	SRX8042924	rep1	12018	Bas1
ChIP-exo	GSM4449206	SRX8042925	rep2	15649	Bas1
ChIP-exo	GSM4449207	SRX8042926	rep1	13440	Bat2
ChIP-exo	GSM4449208	SRX8042927	rep1	17139	Bcy1
ChIP-exo	GSM4449209	SRX8042928	rep2	18464	Bcy1
ChIP-exo	GSM4449210	SRX8042929	rep1	12139	Bdf1
ChIP-exo	GSM4449211	SRX8042930	rep2	15630	Bdf1
ChIP-exo	GSM4449212	SRX8042931	rep1	12116	Bdf2
ChIP-exo	GSM4449213	SRX8042932	rep2	17013	Bdf2
ChIP-exo	GSM4449214	SRX8042933	rep1	12113	Bdp1
ChIP-exo	GSM4449215	SRX8042934	rep2	14278	Bdp1
ChIP-exo	GSM4449216	SRX8042935	rep1	12854	Bem4
ChIP-exo	GSM4449217	SRX8042936	rep1	14765	Bim1
ChIP-exo	GSM4449218	SRX8042937	rep1	14769	Bmh1
ChIP-exo	GSM4449219	SRX8042938	rep1	13446	Bmh2
ChIP-exo	GSM4449220	SRX8042939	rep1	11752	Bre1
ChIP-exo	GSM4449221	SRX8042940	rep2	13789	Bre1
ChIP-exo	GSM4449222	SRX8042941	rep1	14798	Bre2
ChIP-exo	GSM4449223	SRX8042942	rep2	17951	Bre2
ChIP-exo	GSM4449224	SRX8042943	rep1	13145	Brf1
ChIP-exo	GSM4449225	SRX8042992	rep2	15488	Brf1
ChIP-exo	GSM4449226	SRX8042993	rep1	12943	Brn1
ChIP-exo	GSM4449227	SRX8042994	rep2	17986	Brn1
ChIP-exo	GSM4449228	SRX8042995	rep1	12870	Bud17
ChIP-exo	GSM4449229	SRX8042996	rep1	13462	Bud20
ChIP-exo	GSM4449230	SRX8042997	rep1	17145	Bud22
ChIP-exo	GSM4449231	SRX8042998	rep1	14493	Bud32
ChIP-exo	GSM4449232	SRX8042999	rep1	11903	Bud6
ChIP-exo	GSM4449233	SRX8043000	rep1	12877	Bur2
ChIP-exo	GSM4449234	SRX8043001	rep2	14631	Bur2
ChIP-exo	GSM4449235	SRX8043002	rep1	17876	Bur6
ChIP-exo	GSM4449236	SRX8043003	rep2	19995	Bur6
ChIP-exo	GSM4449237	SRX8043004	rep3	20420	Bur6
ChIP-exo	GSM4449238	SRX8043005	rep1	13149	Bye1
ChIP-exo	GSM4449239	SRX8043006	rep2	17799	Bye1
ChIP-exo	GSM4449240	SRX8043007	rep1	16029	Cac2
ChIP-exo	GSM4449241	SRX8043008	rep1	14777	Cad1
ChIP-exo	GSM4449242	SRX8043009	rep2	20421	Cad1
ChIP-exo	GSM4449243	SRX8043010	rep1	17598	Caf120
ChIP-exo	GSM4449244	SRX8043011	rep1	12457	Caf130
ChIP-exo	GSM4449245	SRX8043012	rep1	16544	Caf16
ChIP-exo	GSM4449246	SRX8043013	rep1	17030	Caf4
ChIP-exo	GSM4449247	SRX8043014	rep1	13158	Caf40
ChIP-exo	GSM4449248	SRX8043015	rep1	11922	Cam1
ChIP-exo	GSM4449249	SRX8043424	rep1	14757	Car1
ChIP-exo	GSM4449250	SRX8043425	rep1	12844	Car2
ChIP-exo	GSM4449251	SRX8043426	rep1	14357	Cbc2
ChIP-exo	GSM4449252	SRX8043427	rep2	14988	Cbc2
ChIP-exo	GSM4449253	SRX8043428	rep1	10352	Cbf1
ChIP-exo	GSM4449254	SRX8043429	rep2	24636	Cbf1
ChIP-exo	GSM4449255	SRX8043430	rep1	12435	Cca1
ChIP-exo	GSM4449256	SRX8043431	rep2	17016	Cca1
ChIP-exo	GSM4449257	SRX8043432	rep1	14529	Ccl1
ChIP-exo	GSM4449258	SRX8043433	rep2	16571	Ccl1
ChIP-exo	GSM4449259	SRX8043434	rep1	12091	Ccr4
ChIP-exo	GSM4449260	SRX8043435	rep1	12095	Cdc26
ChIP-exo	GSM4449261	SRX8043436	rep1	12087	Cdc28
ChIP-exo	GSM4449262	SRX8043437	rep1	13480	Cdc33
ChIP-exo	GSM4449263	SRX8043438	rep1	12934	Cdc36
ChIP-exo	GSM4449264	SRX8043439	rep1	12940	Cdc39
ChIP-exo	GSM4449265	SRX8043440	rep1	17942	Cdc46
ChIP-exo	GSM4449266	SRX8043441	rep2	18483	Cdc46
ChIP-exo	GSM4449267	SRX8043442	rep1	12029	Cdc47
ChIP-exo	GSM4449268	SRX8043443	rep1	13456	Cdc48
ChIP-exo	GSM4449269	SRX8043444	rep1	12010	Cdc53
ChIP-exo	GSM4449270	SRX8043445	rep1	13450	Cdc55
ChIP-exo	GSM4449271	SRX8043446	rep1	14403	Cdd1
ChIP-exo	GSM4449272	SRX8043447	rep1	23472	Cet1
ChIP-exo	GSM4449273	SRX8043472	rep1	12427	Cft1
ChIP-exo	GSM4449274	SRX8043473	rep2	17809	Cft1
ChIP-exo	GSM4449275	SRX8043474	rep1	12003	Cha4
ChIP-exo	GSM4449276	SRX8043475	rep2	20422	Cha4
ChIP-exo	GSM4449277	SRX8043476	rep1	12056	Chd1
ChIP-exo	GSM4449278	SRX8043477	rep2	18003	Chd1
ChIP-exo	GSM4449279	SRX8043478	rep1	18006	Chz1
ChIP-exo	GSM4449280	SRX8043479	rep1	12011	Cin5
ChIP-exo	GSM4449281	SRX8043480	rep2	17890	Cin5
ChIP-exo	GSM4449282	SRX8043481	rep1	12841	Cka1
ChIP-exo	GSM4449283	SRX8043482	rep2	20423	Cka1
ChIP-exo	GSM4449284	SRX8043483	rep1	20424	Cka2
ChIP-exo	GSM4449285	SRX8043484	rep2	20994	Cka2
ChIP-exo	GSM4449286	SRX8043485	rep1	14396	Ckb1
ChIP-exo	GSM4449287	SRX8043486	rep1	12875	Ckb2
ChIP-exo	GSM4449288	SRX8043487	rep2	18481	Ckb2
ChIP-exo	GSM4449289	SRX8043488	rep1	14451	Cks1
ChIP-exo	GSM4449290	SRX8043489	rep1	15001	Cln1
ChIP-exo	GSM4449291	SRX8043490	rep2	17956	Cln1
ChIP-exo	GSM4449292	SRX8043491	rep1	28330	Cmr3
ChIP-exo	GSM4449293	SRX8043492	rep1	13805	Cpr1
ChIP-exo	GSM4449294	SRX8043493	rep1	17927	Crm1
ChIP-exo	GSM4449295	SRX8043494	rep1	12876	Crz1
ChIP-exo	GSM4449296	SRX8043495	rep2	17034	Crz1
ChIP-exo	GSM4449297	SRX8043568	rep1	12053	Cse2
ChIP-exo	GSM4449298	SRX8043569	rep2	13817	Cse2
ChIP-exo	GSM4449299	SRX8043570	rep1	26215	Cse4
ChIP-exo	GSM4449300	SRX8043571	rep1	14536	Csl4
ChIP-exo	GSM4449301	SRX8043572	rep1	12051	Csn12
ChIP-exo	GSM4449302	SRX8043573	rep2	17589	Csn12
ChIP-exo	GSM4449303	SRX8043574	rep1	14866	Csr2
ChIP-exo	GSM4449304	SRX8043575	rep1	20077	CTDSer2
ChIP-exo	GSM4449305	SRX8043576	rep2	20081	CTDSer2
ChIP-exo	GSM4449306	SRX8043577	rep1	20078	CTDSer5
ChIP-exo	GSM4449307	SRX8043578	rep2	20082	CTDSer5
ChIP-exo	GSM4449308	SRX8043579	rep1	20079	CTDSer7
ChIP-exo	GSM4449309	SRX8043580	rep2	20083	CTDSer7
ChIP-exo	GSM4449310	SRX8043581	rep1	12134	Ctk1
ChIP-exo	GSM4449311	SRX8043582	rep2	16047	Ctk1
ChIP-exo	GSM4449312	SRX8043583	rep1	12879	Ctk2
ChIP-exo	GSM4449313	SRX8043584	rep2	16598	Ctk2
ChIP-exo	GSM4449314	SRX8043585	rep1	14975	Ctk3
ChIP-exo	GSM4449315	SRX8043586	rep1	11749	Ctr9
ChIP-exo	GSM4449316	SRX8043587	rep2	15196	Ctr9
ChIP-exo	GSM4449317	SRX8043588	rep1	12081	Cts1
ChIP-exo	GSM4449318	SRX8043589	rep1	17208	Cup2
ChIP-exo	GSM4449319	SRX8043590	rep1	11777	Cup9
ChIP-exo	GSM4449320	SRX8043591	rep2	18501	Cup9
ChIP-exo	GSM4449321	SRX8042752	rep1	12949	Cyc8
ChIP-exo	GSM4449322	SRX8042753	rep2	13210	Cyc8
ChIP-exo	GSM4449323	SRX8042754	rep1	11778	Dal81
ChIP-exo	GSM4449324	SRX8042755	rep1	14175	Dat1
ChIP-exo	GSM4449325	SRX8042756	rep2	20426	Dat1
ChIP-exo	GSM4449326	SRX8042757	rep1	17026	Dbf4
ChIP-exo	GSM4449327	SRX8042758	rep2	17128	Dbf4
ChIP-exo	GSM4449328	SRX8042759	rep1	14527	Dbp2
ChIP-exo	GSM4449329	SRX8042760	rep2	17847	Dbp2
ChIP-exo	GSM4449330	SRX8042761	rep1	13445	Dbp3
ChIP-exo	GSM4449331	SRX8042762	rep1	14484	Dcc1
ChIP-exo	GSM4449332	SRX8042763	rep1	14409	Dcp1
ChIP-exo	GSM4449333	SRX8042764	rep1	14184	Dcp2
ChIP-exo	GSM4449334	SRX8042765	rep1	12423	Ddp1
ChIP-exo	GSM4449335	SRX8042766	rep1	14828	Dep1
ChIP-exo	GSM4449336	SRX8042767	rep1	14770	Dhh1
ChIP-exo	GSM4449337	SRX8042768	rep1	17599	Dig1
ChIP-exo	GSM4449338	SRX8042769	rep2	17870	Dig1
ChIP-exo	GSM4449339	SRX8042770	rep1	13470	Doa1
ChIP-exo	GSM4449340	SRX8042771	rep1	13147	Dot1
ChIP-exo	GSM4449341	SRX8042772	rep1	14387	DOT5
ChIP-exo	GSM4449342	SRX8042773	rep1	17866	Dot6
ChIP-exo	GSM4449343	SRX8042774	rep1	12132	Dst1
ChIP-exo	GSM4449344	SRX8042775	rep2	17867	Dst1
ChIP-exo	GSM4449345	SRX8042824	rep1	14391	Dus1
ChIP-exo	GSM4449346	SRX8042825	rep1	11760	Eaf3
ChIP-exo	GSM4449347	SRX8042826	rep1	13142	Eaf5
ChIP-exo	GSM4449348	SRX8042827	rep2	17025	Eaf5
ChIP-exo	GSM4449349	SRX8042828	rep1	14792	Eaf6
ChIP-exo	GSM4449350	SRX8042829	rep2	17940	Eaf6
ChIP-exo	GSM4449351	SRX8042830	rep1	12461	Eaf7
ChIP-exo	GSM4449352	SRX8042831	rep1	14368	Ecm15
ChIP-exo	GSM4449353	SRX8042832	rep1	18487	Ecm22
ChIP-exo	GSM4449354	SRX8042833	rep2	20427	Ecm22
ChIP-exo	GSM4449355	SRX8042834	rep1	14793	Ecm5
ChIP-exo	GSM4449356	SRX8042835	rep2	17159	Ecm5
ChIP-exo	GSM4449357	SRX8042836	rep1	17131	Edc3
ChIP-exo	GSM4449358	SRX8042837	rep1	14856	Eds1
ChIP-exo	GSM4449359	SRX8042838	rep1	13448	Ela1
ChIP-exo	GSM4449360	SRX8042839	rep1	17209	Elc1
ChIP-exo	GSM4449361	SRX8042840	rep1	14481	Elf1
ChIP-exo	GSM4449362	SRX8042841	rep2	14982	Elf1
ChIP-exo	GSM4449363	SRX8042842	rep1	17781	Elp2
ChIP-exo	GSM4449364	SRX8042843	rep1	15479	Elp3
ChIP-exo	GSM4449365	SRX8042844	rep1	14434	Elp4
ChIP-exo	GSM4449366	SRX8042845	rep1	14836	Elp6
ChIP-exo	GSM4449367	SRX8042846	rep1	14426	Emi2
ChIP-exo	GSM4449368	SRX8042847	rep1	14385	Erg8
ChIP-exo	GSM4449369	SRX8043232	rep1	17577	Esa1
ChIP-exo	GSM4449370	SRX8043233	rep2	18477	Esa1
ChIP-exo	GSM4449371	SRX8043234	rep1	12082	Esc2
ChIP-exo	GSM4449372	SRX8043235	rep2	18480	Esc2
ChIP-exo	GSM4449373	SRX8043236	rep1	14392	Esc8
ChIP-exo	GSM4449374	SRX8043237	rep1	14462	Ess1
ChIP-exo	GSM4449375	SRX8043238	rep2	28366	Ess1
ChIP-exo	GSM4449376	SRX8043239	rep1	14383	Fap1
ChIP-exo	GSM4449377	SRX8043240	rep1	13471	Fap7
ChIP-exo	GSM4449378	SRX8043241	rep1	17157	Fcp1
ChIP-exo	GSM4449379	SRX8043242	rep1	8938	Fhl1
ChIP-exo	GSM4449380	SRX8043243	rep2	8944	Fhl1
ChIP-exo	GSM4449381	SRX8043244	rep1	11009	Fkh1
ChIP-exo	GSM4449382	SRX8043245	rep2	11289	Fkh1
ChIP-exo	GSM4449383	SRX8043246	rep1	10542	Fkh2
ChIP-exo	GSM4449384	SRX8043247	rep2	17968	Fkh2
ChIP-exo	GSM4449385	SRX8043248	rep1	14188	Fpr3
ChIP-exo	GSM4449386	SRX8043249	rep1	14190	Fpr4
ChIP-exo	GSM4449387	SRX8043250	rep1	17142	Fra1
ChIP-exo	GSM4449388	SRX8043251	rep1	13452	Fsh1
ChIP-exo	GSM4449389	SRX8043252	rep1	11911	Fun30
ChIP-exo	GSM4449390	SRX8043253	rep2	14269	Fun30
ChIP-exo	GSM4449391	SRX8043254	rep1	13457	Fus3
ChIP-exo	GSM4449392	SRX8043255	rep1	13138	Fzf1
ChIP-exo	GSM4449393	SRX8043304	rep2	15788	Fzf1
ChIP-exo	GSM4449394	SRX8043305	rep1	14495	Gal11
ChIP-exo	GSM4449395	SRX8043306	rep2	17127	Gal11
ChIP-exo	GSM4449396	SRX8043307	rep1	14187	Gal3
ChIP-exo	GSM4449397	SRX8043308	rep1	11796	Gal4
ChIP-exo	GSM4449398	SRX8043309	rep2	15659	Gal4
ChIP-exo	GSM4449399	SRX8043310	rep1	14366	Gal83
ChIP-exo	GSM4449400	SRX8043311	rep1	17980	Gat1
ChIP-exo	GSM4449401	SRX8043312	rep1	16046	Gcn4
ChIP-exo	GSM4449402	SRX8043313	rep2	18488	Gcn4
ChIP-exo	GSM4449403	SRX8043314	rep1	11826	Gcn5
ChIP-exo	GSM4449404	SRX8043315	rep2	15202	Gcn5
ChIP-exo	GSM4449405	SRX8043316	rep3	19996	Gcn5
ChIP-exo	GSM4449406	SRX8043317	rep1	12449	Gcr1
ChIP-exo	GSM4449407	SRX8043318	rep2	16050	Gcr1
ChIP-exo	GSM4449408	SRX8043319	rep1	12843	Gdh1
ChIP-exo	GSM4449409	SRX8043320	rep1	15794	Gis1
ChIP-exo	GSM4449410	SRX8043321	rep2	17040	Gis1
ChIP-exo	GSM4449411	SRX8043322	rep1	13478	Gis2
ChIP-exo	GSM4449412	SRX8043323	rep1	14460	Glc7
ChIP-exo	GSM4449413	SRX8043324	rep1	17877	Gln3
ChIP-exo	GSM4449414	SRX8043325	rep2	20429	Gln3
ChIP-exo	GSM4449415	SRX8043326	rep1	11940	God1
ChIP-exo	GSM4449416	SRX8043327	rep2	17932	God1
ChIP-exo	GSM4449417	SRX8043448	rep1	12437	Gpb2
ChIP-exo	GSM4449418	SRX8043449	rep1	19310	Gpn2
ChIP-exo	GSM4449419	SRX8043450	rep1	13458	Gpx2
ChIP-exo	GSM4449420	SRX8043451	rep1	14786	Gre2
ChIP-exo	GSM4449421	SRX8043452	rep1	14479	Gre3
ChIP-exo	GSM4449422	SRX8043453	rep1	14815	Grs1
ChIP-exo	GSM4449423	SRX8043454	rep1	14352	Grx3
ChIP-exo	GSM4449424	SRX8043455	rep1	13466	Grx4
ChIP-exo	GSM4449425	SRX8043456	rep1	14445	Gtr1
ChIP-exo	GSM4449426	SRX8043457	rep1	14482	Gtr2
ChIP-exo	GSM4449427	SRX8043458	rep1	17881	Gts1
ChIP-exo	GSM4449428	SRX8043459	rep2	20430	Gts1
ChIP-exo	GSM4449429	SRX8043460	rep1	14363	Gzf3
ChIP-exo	GSM4449430	SRX8043461	rep2	20431	Gzf3
MNase-ChIP-seq	GSM4449431	SRX8043462	rep1	10951	H2B
MNase-ChIP-seq	GSM4449432	SRX8043463	rep2	10952	H2B
MNase-ChIP-seq	GSM4449433	SRX8043464	rep3	10967	H2B
MNase-ChIP-seq	GSM4449434	SRX8043465	rep1	13889	H2BK123ub
MNase-ChIP-seq	GSM4449435	SRX8043466	rep2	13898	H2BK123ub
MNase-ChIP-seq	GSM4449436	SRX8043467	rep1	10947	H3
MNase-ChIP-seq	GSM4449437	SRX8043468	rep2	10948	H3
MNase-ChIP-seq	GSM4449438	SRX8043469	rep3	10966	H3
MNase-ChIP-seq	GSM4449439	SRX8043470	rep1	13886	H3K27ac
MNase-ChIP-seq	GSM4449440	SRX8043471	rep2	13895	H3K27ac
MNase-ChIP-seq	GSM4449441	SRX8042680	rep1	13887	H3K36me3
MNase-ChIP-seq	GSM4449442	SRX8042681	rep2	13896	H3K36me3
MNase-ChIP-seq	GSM4449443	SRX8042682	rep1	13884	H3K4me3
MNase-ChIP-seq	GSM4449444	SRX8042683	rep2	13893	H3K4me3
MNase-ChIP-seq	GSM4449445	SRX8042684	rep1	13888	H3K79me3
MNase-ChIP-seq	GSM4449446	SRX8042685	rep2	13897	H3K79me3
MNase-ChIP-seq	GSM4449447	SRX8042686	rep1	13885	H3K9ac
MNase-ChIP-seq	GSM4449448	SRX8042687	rep2	13894	H3K9ac
MNase-ChIP-seq	GSM4449449	SRX8042688	rep1	13890	H4K12ac
MNase-ChIP-seq	GSM4449450	SRX8042689	rep2	13899	H4K12ac
ChIP-exo	GSM4449451	SRX8042690	rep1	18014	Haa1
ChIP-exo	GSM4449452	SRX8042691	rep1	12034	Hac1
ChIP-exo	GSM4449453	SRX8042692	rep1	11804	Hal9
ChIP-exo	GSM4449454	SRX8042693	rep2	13794	Hal9
ChIP-exo	GSM4449455	SRX8042694	rep1	12438	Ham1
ChIP-exo	GSM4449456	SRX8042695	rep1	14855	Hap1
ChIP-exo	GSM4449457	SRX8042696	rep2	17050	Hap1
ChIP-exo	GSM4449458	SRX8042697	rep1	11805	Hap2
ChIP-exo	GSM4449459	SRX8042698	rep2	15633	Hap2
ChIP-exo	GSM4449460	SRX8042699	rep1	12013	Hap3
ChIP-exo	GSM4449461	SRX8042700	rep2	18494	Hap3
ChIP-exo	GSM4449462	SRX8042701	rep1	10535	Hap5
ChIP-exo	GSM4449463	SRX8042702	rep2	10706	Hap5
ChIP-exo	GSM4449464	SRX8042703	rep1	14830	Hat2
ChIP-exo	GSM4449465	SRX8042776	rep1	13460	Hch1
ChIP-exo	GSM4449466	SRX8042777	rep1	12039	Hcm1
ChIP-exo	GSM4449467	SRX8042778	rep1	12858	Hda1
ChIP-exo	GSM4449468	SRX8042779	rep2	20432	Hda1
ChIP-exo	GSM4449469	SRX8042780	rep1	14431	Hem2
ChIP-exo	GSM4449470	SRX8042781	rep2	17043	Hem2
ChIP-exo	GSM4449471	SRX8042782	rep1	11757	Hhf1
ChIP-exo	GSM4449472	SRX8042783	rep2	15663	Hhf1
ChIP-exo	GSM4449473	SRX8042784	rep1	14818	Hhf2
ChIP-exo	GSM4449474	SRX8042785	rep2	18495	Hhf2
ChIP-exo	GSM4449475	SRX8042786	rep1	11771	Hho1
ChIP-exo	GSM4449476	SRX8042787	rep2	16025	Hho1
ChIP-exo	GSM4449477	SRX8042788	rep1	17783	Hht1
ChIP-exo	GSM4449478	SRX8042789	rep2	19308	Hht1
ChIP-exo	GSM4449479	SRX8042790	rep1	11758	Hht2
ChIP-exo	GSM4449480	SRX8042791	rep2	15662	Hht2
ChIP-exo	GSM4449481	SRX8042792	rep1	14465	Hif1
ChIP-exo	GSM4449482	SRX8042793	rep1	17575	Hir1
ChIP-exo	GSM4449483	SRX8042794	rep2	17865	Hir1
ChIP-exo	GSM4449484	SRX8042795	rep1	11847	Hir2
ChIP-exo	GSM4449485	SRX8042796	rep2	15197	Hir2
ChIP-exo	GSM4449486	SRX8042797	rep1	15789	Hir3
ChIP-exo	GSM4449487	SRX8042798	rep2	17987	Hir3
ChIP-exo	GSM4449488	SRX8042799	rep1	14865	Hmlalpha2
ChIP-exo	GSM4449489	SRX8042944	rep1	12836	Hmo1
ChIP-exo	GSM4449490	SRX8042945	rep2	14622	Hmo1
ChIP-exo	GSM4449491	SRX8042946	rep1	14842	Hms1
ChIP-exo	GSM4449492	SRX8042947	rep1	16018	Hms2
ChIP-exo	GSM4449493	SRX8042948	rep2	17849	Hms2
ChIP-exo	GSM4449494	SRX8042949	rep1	17213	Hmt1
ChIP-exo	GSM4449495	SRX8042950	rep1	16033	Hog1
ChIP-exo	GSM4449496	SRX8042951	rep1	12432	Hom6
ChIP-exo	GSM4449497	SRX8042952	rep1	14781	Hor2
ChIP-exo	GSM4449498	SRX8042953	rep1	17593	Hos1
ChIP-exo	GSM4449499	SRX8042954	rep1	13157	Hos2
ChIP-exo	GSM4449500	SRX8042955	rep2	20433	Hos2
ChIP-exo	GSM4449501	SRX8042956	rep1	17564	Hos3
ChIP-exo	GSM4449502	SRX8042957	rep1	16044	Hos4
ChIP-exo	GSM4449503	SRX8042958	rep2	17797	Hos4
ChIP-exo	GSM4449504	SRX8042959	rep1	13141	Hot1
ChIP-exo	GSM4449505	SRX8042960	rep2	15491	Hot1
ChIP-exo	GSM4449506	SRX8042961	rep1	12941	Hpa3
ChIP-exo	GSM4449507	SRX8042962	rep1	14989	Hpc2
ChIP-exo	GSM4449508	SRX8042963	rep2	20434	Hpc2
ChIP-exo	GSM4449509	SRX8042964	rep1	14810	Hpr1
ChIP-exo	GSM4449510	SRX8042965	rep2	17936	Hpr1
ChIP-exo	GSM4449511	SRX8042966	rep1	14487	Hpt1
ChIP-exo	GSM4449512	SRX8042967	rep1	17929	Hrb1
ChIP-exo	GSM4449513	SRX8043016	rep2	28336	Hrb1
ChIP-exo	GSM4449514	SRX8043017	rep1	14993	Hrr25
ChIP-exo	GSM4449515	SRX8043018	rep1	8581	Hsf1
ChIP-exo	GSM4449516	SRX8043019	rep2	10401	Hsf1
ChIP-exo	GSM4449517	SRX8043020	rep3	10406	Hsf1
ChIP-exo	GSM4449518	SRX8043021	rep4	23750	Hsf1
ChIP-exo	GSM4449519	SRX8043022	rep5	23755	Hsf1
ChIP-exo	GSM4449520	SRX8043023	rep1	12868	Hsl7
ChIP-exo	GSM4449521	SRX8043024	rep1	13140	Hst1
ChIP-exo	GSM4449522	SRX8043025	rep2	15798	Hst1
ChIP-exo	GSM4449523	SRX8043026	rep1	14467	Hst2
ChIP-exo	GSM4449524	SRX8043027	rep1	13143	Hst3
ChIP-exo	GSM4449525	SRX8043028	rep2	15796	Hst3
ChIP-exo	GSM4449526	SRX8043029	rep1	11819	Hst4
ChIP-exo	GSM4449527	SRX8043030	rep1	11844	Hta2
ChIP-exo	GSM4449528	SRX8043031	rep2	15784	Hta2
ChIP-exo	GSM4449529	SRX8043032	rep1	11772	Htb2
ChIP-exo	GSM4449530	SRX8043033	rep2	14255	Htb2
ChIP-exo	GSM4449531	SRX8043034	rep1	17028	Htl1
ChIP-exo	GSM4449532	SRX8043035	rep2	20435	Htl1
ChIP-exo	GSM4449533	SRX8043036	rep1	11759	Htz1
ChIP-exo	GSM4449534	SRX8043037	rep2	15193	Htz1
ChIP-exo	GSM4449535	SRX8043038	rep1	12842	Hxk2
ChIP-exo	GSM4449536	SRX8043039	rep1	14476	Idi1
ChIP-exo	GSM4449537	SRX8043520	rep1	14399	Ids2
ChIP-exo	GSM4449538	SRX8043521	rep1	17984	Ies1
ChIP-exo	GSM4449539	SRX8043522	rep1	17136	Ies2
ChIP-exo	GSM4449540	SRX8043523	rep1	17891	Ies3
ChIP-exo	GSM4449541	SRX8043524	rep2	20436	Ies3
ChIP-exo	GSM4449542	SRX8043525	rep1	11994	Ies4
ChIP-exo	GSM4449543	SRX8043526	rep1	14811	Ies5
ChIP-exo	GSM4449544	SRX8043527	rep1	14984	Ies6
ChIP-exo	GSM4449545	SRX8043528	rep2	17042	Ies6
ChIP-exo	GSM4449546	SRX8043529	rep1	8934	Ifh1
ChIP-exo	GSM4449547	SRX8043530	rep2	8936	Ifh1
ChIP-exo	GSM4449548	SRX8043531	rep1	14439	Iki1
ChIP-exo	GSM4449549	SRX8043532	rep1	12077	Iki3
ChIP-exo	GSM4449550	SRX8043533	rep1	11925	Ilv5
ChIP-exo	GSM4449551	SRX8043534	rep1	12033	Imd2
ChIP-exo	GSM4449552	SRX8043535	rep1	12853	Iml2
